74650000	74650000	282.48148
74650000	74675000	89.455055
74675000	74675000	298.44604
74650000	74700000	61.67155
74675000	74700000	100.514206
74700000	74700000	255.6107
74650000	74725000	44.075413
74675000	74725000	54.98156
74700000	74725000	93.80541
74725000	74725000	266.55692
74650000	74750000	21.51363
74675000	74750000	36.74239
74700000	74750000	44.61659
74725000	74750000	97.947205
74750000	74750000	275.75714
74650000	74775000	24.657307
74675000	74775000	26.237354
74700000	74775000	29.898172
74725000	74775000	58.234737
74750000	74775000	116.30958
74775000	74775000	301.60892
74650000	74800000	25.97434
74675000	74800000	29.779161
74700000	74800000	44.093197
74725000	74800000	42.70353
74750000	74800000	70.38306
74775000	74800000	121.58544
74800000	74800000	264.44595
74650000	74825000	20.108793
74675000	74825000	32.368385
74700000	74825000	37.452103
74725000	74825000	54.198353
74750000	74825000	61.945496
74775000	74825000	69.48859
74800000	74825000	107.64147
74825000	74825000	273.1358
74650000	74850000	25.504208
74675000	74850000	25.000338
74700000	74850000	37.7286
74725000	74850000	51.6714
74750000	74850000	48.44914
74775000	74850000	47.60278
74800000	74850000	64.313484
74825000	74850000	99.383125
74850000	74850000	253.2229
74650000	74875000	28.383627
74675000	74875000	21.616768
74700000	74875000	38.67761
74725000	74875000	50.459255
74750000	74875000	44.412075
74775000	74875000	39.642746
74800000	74875000	36.44527
74825000	74875000	75.240456
74850000	74875000	101.39258
74875000	74875000	249.06932
74650000	74900000	28.51717
74675000	74900000	36.26806
74700000	74900000	43.74575
74725000	74900000	46.4983
74750000	74900000	41.540363
74775000	74900000	35.366367
74800000	74900000	46.362286
74825000	74900000	42.825138
74850000	74900000	67.8945
74875000	74900000	107.94254
74900000	74900000	271.51736
74650000	74925000	29.730114
74675000	74925000	36.550827
74700000	74925000	26.384945
74725000	74925000	38.014652
74750000	74925000	31.827116
74775000	74925000	31.708744
74800000	74925000	36.00828
74825000	74925000	42.255455
74850000	74925000	56.384373
74875000	74925000	68.6376
74900000	74925000	109.16448
74925000	74925000	269.72003
74650000	74950000	34.781513
74675000	74950000	22.838327
74700000	74950000	37.573433
74725000	74950000	39.5883
74750000	74950000	32.468204
74775000	74950000	33.723934
74800000	74950000	31.578001
74825000	74950000	36.083817
74850000	74950000	39.765762
74875000	74950000	49.542282
74900000	74950000	52.97164
74925000	74950000	77.517426
74950000	74950000	309.64313
74650000	74975000	11.5686
74675000	74975000	17.59121
